client_id,age,anciennete_mois,score_credit,type_compte,pays_residence,limite_credit,alertes_precedentes
1310,52,8,395,premium,FR,10000,0
14285,70,198,307,pro,MA,20000,0
1560,69,197,758,standard,MA,5000,1
9745,41,65,700,premium,ES,20000,1
3646,22,59,313,standard,DE,10000,0
128,20,181,415,premium,DE,5000,1
10132,29,212,563,standard,FR,10000,0
2353,55,156,654,standard,MA,10000,0
9955,41,5,745,premium,MA,20000,0
7502,56,231,736,pro,MA,10000,1
14283,63,223,607,standard,FR,10000,0
7468,61,204,571,standard,MA,10000,1
1839,19,31,814,standard,FR,5000,3
7222,51,210,578,premium,MA,50000,0
12004,19,130,434,standard,FR,20000,0
6264,29,27,484,premium,FR,10000,1
9605,60,149,749,premium,MA,20000,0
5155,46,48,339,standard,ES,20000,0
7929,48,236,473,standard,MA,20000,0
1904,22,34,774,standard,MA,10000,2
2308,32,146,787,standard,FR,10000,0
8742,64,129,849,standard,ES,10000,0
652,65,59,678,standard,MA,5000,0
1805,53,145,654,pro,MA,20000,0
14599,56,217,468,pro,ES,10000,0
2462,46,203,642,standard,MA,10000,0
473,49,118,376,standard,FR,5000,0
9784,55,221,608,standard,MA,10000,0
10359,73,57,671,premium,MA,5000,0
11004,20,188,817,standard,MA,5000,1
13039,64,43,525,pro,MA,5000,0
14501,55,217,363,standard,MA,5000,0
10172,36,78,542,pro,GB,10000,0
11784,26,57,591,standard,MA,20000,1
11434,51,22,759,standard,FR,5000,2
13548,51,77,427,standard,FR,5000,1
4168,23,219,787,standard,MA,5000,0
7944,72,187,630,standard,MA,5000,1
14379,40,183,498,standard,MA,5000,1
105,30,72,492,premium,MA,5000,0
88,47,87,346,pro,DE,20000,1
6341,25,210,767,standard,DE,20000,1
14331,23,88,775,premium,MA,10000,1
11095,59,238,516,standard,MA,10000,0
9181,73,58,707,standard,MA,20000,0
7623,29,211,758,standard,MA,10000,0
7607,31,13,360,standard,MA,10000,0
14383,68,39,570,premium,GB,20000,0
3809,20,56,821,standard,ES,5000,2
11978,55,236,412,standard,GB,5000,1
5532,45,128,563,standard,FR,20000,0
1695,66,173,633,premium,FR,5000,0
5656,51,236,788,standard,ES,5000,0
12678,54,121,508,standard,MA,20000,0
1766,74,162,683,premium,MA,5000,0
11213,29,148,406,premium,DE,10000,0
7625,21,136,361,standard,MA,5000,0
8208,74,21,394,pro,FR,5000,0
850,23,6,445,standard,ES,10000,0
10015,28,134,351,standard,FR,10000,0
7709,63,18,575,standard,MA,20000,0
1835,44,108,602,pro,MA,20000,0
10590,32,87,546,standard,MA,5000,1
11282,74,2,575,standard,FR,5000,0
7299,71,121,569,standard,MA,10000,1
4930,66,89,685,standard,ES,20000,0
197,26,164,715,premium,MA,5000,0
5143,60,55,743,premium,FR,20000,0
11431,35,96,345,premium,GB,5000,0
4020,71,126,586,standard,MA,10000,0
8800,73,37,650,premium,MA,5000,1
6546,25,43,751,standard,MA,20000,0
9240,58,7,438,standard,FR,10000,0
7539,69,198,463,premium,MA,10000,0
6628,38,183,468,standard,MA,50000,0
14299,57,106,476,standard,MA,5000,0
1811,22,200,780,standard,GB,10000,0
9804,40,212,550,premium,MA,5000,1
10540,30,230,688,standard,FR,10000,0
2888,28,162,530,premium,MA,10000,0
14286,33,220,722,standard,MA,10000,0
4289,27,109,536,standard,ES,50000,0
391,55,107,458,standard,DE,5000,0
14223,72,64,480,standard,MA,20000,0
13704,40,115,848,standard,MA,5000,0
4767,18,132,651,standard,DE,20000,0
8749,43,173,765,standard,MA,5000,0
9375,35,5,848,standard,MA,5000,1
11825,22,136,445,standard,MA,10000,0
6406,26,28,821,premium,FR,5000,0
13623,67,112,780,standard,FR,10000,1
8304,32,38,725,premium,MA,5000,0
12306,20,75,835,premium,DE,10000,0
11594,21,193,463,standard,MA,5000,1
3137,45,157,805,standard,FR,5000,0
1722,23,115,579,standard,MA,5000,0
10367,34,82,301,standard,MA,10000,0
2984,60,162,823,standard,ES,20000,0
9403,45,211,439,standard,GB,10000,0
9978,46,195,654,standard,MA,50000,0
4409,53,135,301,standard,MA,5000,1
5119,58,81,347,pro,FR,10000,0
8008,71,120,525,standard,MA,5000,0
5047,63,61,408,standard,FR,20000,0
14731,28,164,593,premium,MA,10000,0
12321,29,125,609,standard,DE,5000,0
9638,30,239,693,standard,FR,10000,0
2942,18,126,631,standard,DE,10000,1
10686,35,165,483,standard,ES,5000,0
7844,23,152,412,premium,ES,5000,0
6797,36,64,526,standard,MA,5000,1
820,37,66,529,pro,MA,20000,0
5294,57,225,569,premium,ES,20000,0
11603,71,198,322,standard,ES,10000,0
790,61,201,807,standard,MA,5000,0
2512,52,140,642,premium,MA,20000,0
10479,70,225,788,standard,MA,10000,0
10958,28,39,748,premium,MA,5000,2
426,58,207,599,standard,FR,5000,0
10597,40,125,429,standard,MA,5000,0
6705,41,158,307,standard,MA,20000,1
9104,67,164,312,premium,MA,10000,0
14416,35,87,546,standard,MA,10000,0
7052,60,120,661,pro,MA,20000,1
8859,45,73,610,standard,MA,10000,1
2527,49,182,515,standard,ES,10000,0
2972,31,33,468,standard,FR,20000,1
3808,59,169,716,premium,MA,5000,0
9433,68,190,465,standard,MA,20000,1
2340,64,68,474,premium,MA,5000,2
642,71,188,649,standard,DE,10000,1
3050,47,162,845,standard,MA,20000,1
13724,64,53,437,standard,MA,10000,0
6685,24,232,824,standard,FR,10000,0
9085,59,159,346,standard,FR,5000,0
9832,44,187,580,standard,MA,10000,0
3319,59,45,572,standard,MA,10000,0
4960,31,178,777,standard,MA,10000,0
11957,22,155,436,standard,DE,10000,0
2009,58,43,469,standard,MA,20000,0
4556,51,41,528,standard,MA,10000,0
11290,61,9,789,standard,GB,10000,0
8829,73,61,840,standard,MA,50000,0
5965,45,82,624,standard,MA,20000,1
4485,74,208,697,standard,MA,10000,0
12149,22,205,509,premium,FR,5000,0
9492,20,127,741,standard,MA,10000,0
7804,58,214,640,pro,MA,50000,0
7443,61,180,364,premium,FR,5000,0
3955,55,133,445,standard,FR,10000,0
7006,23,231,390,pro,MA,20000,1
3475,37,49,409,standard,DE,20000,1
5206,61,214,560,premium,GB,20000,0
882,73,50,337,standard,MA,5000,0
6507,27,150,418,premium,MA,10000,1
11148,64,29,327,standard,MA,5000,0
8476,46,166,840,premium,DE,5000,0
12511,46,51,654,premium,ES,20000,0
10876,68,151,687,standard,MA,5000,0
11607,37,128,770,standard,FR,10000,0
3828,64,219,387,premium,GB,10000,0
2470,27,33,695,standard,GB,5000,1
12417,42,221,699,standard,FR,10000,0
1572,66,196,515,standard,MA,5000,0
1077,60,100,462,standard,MA,20000,0
4285,44,212,301,standard,FR,5000,2
2988,50,92,352,pro,MA,5000,0
14363,38,123,570,standard,GB,50000,0
10169,63,6,632,standard,MA,5000,0
10646,63,55,827,premium,MA,20000,0
11605,73,60,376,standard,FR,20000,0
8540,48,69,457,standard,MA,5000,0
2998,43,30,375,standard,FR,5000,1
13450,51,206,709,standard,MA,20000,0
3926,59,60,684,standard,MA,50000,0
1177,43,14,445,standard,FR,10000,0
6634,54,100,751,standard,MA,10000,0
14287,45,24,310,standard,FR,10000,1
14747,55,176,669,standard,MA,5000,0
1088,53,207,760,premium,DE,5000,0
7237,40,37,439,standard,FR,10000,0
12707,60,167,639,standard,MA,5000,0
7941,23,220,808,premium,FR,5000,0
5915,69,94,682,standard,MA,5000,0
4697,27,44,366,standard,FR,20000,0
13878,54,78,754,standard,MA,5000,1
4432,24,133,569,premium,MA,10000,1
8080,39,84,687,standard,MA,10000,0
6363,62,209,770,standard,FR,10000,1
13250,60,8,479,standard,FR,20000,0
14637,18,91,542,standard,MA,5000,0
9148,24,37,841,premium,MA,10000,0
240,61,185,349,standard,MA,5000,0
14224,38,5,461,standard,MA,5000,0
523,29,214,496,standard,FR,5000,0
7368,55,135,787,premium,MA,10000,0
6374,18,160,394,standard,MA,5000,0
2572,52,23,441,standard,MA,20000,0
8186,30,61,390,standard,MA,5000,1
7641,30,94,821,standard,ES,5000,1
6915,23,66,587,standard,ES,20000,0
10078,57,54,755,standard,MA,5000,0
3613,40,51,340,pro,FR,5000,0
7167,33,238,448,pro,FR,10000,0
6155,56,35,748,pro,ES,10000,0
10922,52,162,849,premium,FR,10000,1
958,49,132,481,standard,MA,5000,0
5566,23,101,371,standard,MA,10000,1
1983,55,9,358,standard,ES,20000,0
3229,73,182,808,standard,FR,20000,0
13097,28,136,411,pro,MA,20000,0
13785,48,90,629,standard,MA,20000,0
4265,27,32,442,standard,MA,5000,0
10918,55,131,740,standard,GB,10000,0
7621,24,164,632,standard,MA,5000,0
14163,26,68,533,standard,FR,5000,0
12229,41,54,543,premium,MA,5000,0
9397,71,160,843,premium,MA,10000,1
13635,54,185,609,standard,MA,10000,0
4780,54,79,740,premium,GB,10000,0
6772,73,220,713,pro,MA,5000,1
6920,50,124,765,standard,MA,10000,0
2819,66,152,644,standard,MA,10000,1
7317,40,66,626,premium,MA,20000,0
8418,53,23,815,standard,MA,10000,0
10991,27,28,634,pro,MA,10000,0
9025,54,25,685,standard,DE,20000,0
11251,64,204,525,pro,ES,20000,0
5827,25,41,706,standard,FR,20000,0
3668,52,228,456,premium,FR,10000,0
660,26,137,734,premium,MA,10000,0
6761,26,222,412,premium,FR,10000,0
12357,70,154,676,standard,MA,5000,0
9503,45,65,817,premium,ES,20000,1
8547,62,37,750,standard,FR,20000,0
13824,66,111,694,standard,MA,5000,1
12344,46,177,736,premium,ES,5000,1
12356,51,41,375,standard,MA,5000,0
8058,43,100,847,standard,MA,10000,1
10,19,216,577,standard,MA,5000,1
14754,52,113,603,standard,MA,5000,1
10552,61,237,591,pro,MA,10000,2
3629,56,163,331,standard,MA,5000,1
2866,59,140,428,standard,DE,5000,1
13631,31,98,319,premium,MA,5000,0
10294,38,191,584,standard,FR,5000,0
4820,37,194,806,standard,FR,10000,0
3154,19,139,337,standard,MA,50000,0
13123,41,138,563,standard,FR,5000,0
10903,74,114,774,pro,DE,20000,0
4689,25,190,689,pro,FR,10000,0
14297,70,168,684,standard,FR,10000,0
4420,25,4,416,pro,FR,10000,0
4058,25,88,832,standard,MA,10000,0
2469,28,132,441,standard,MA,5000,0
8952,32,207,422,standard,MA,5000,1
11873,18,193,660,standard,MA,5000,1
1026,46,103,341,premium,ES,10000,0
1129,36,169,392,standard,MA,5000,0
530,32,119,356,standard,MA,20000,0
14190,35,24,813,premium,MA,20000,0
1603,61,54,346,premium,MA,10000,0
423,49,194,639,standard,FR,5000,1
12340,69,20,798,pro,MA,5000,2
3412,48,223,532,standard,MA,5000,1
10849,39,90,554,premium,MA,20000,0
14891,18,220,485,standard,ES,5000,0
11687,25,72,676,standard,DE,5000,0
6729,60,193,423,pro,MA,20000,0
14216,55,32,478,premium,MA,10000,1
430,59,22,369,premium,MA,20000,0
4461,19,25,817,premium,MA,20000,0
1392,53,101,623,standard,MA,20000,0
803,19,52,420,premium,FR,20000,0
5861,32,151,494,premium,MA,50000,0
3120,36,63,447,standard,MA,5000,0
11737,38,220,510,standard,FR,5000,1
4268,47,173,651,premium,MA,5000,0
8241,32,13,611,standard,MA,20000,0
13634,65,18,709,standard,MA,5000,0
9987,22,128,435,standard,ES,20000,0
10418,63,176,667,standard,DE,20000,0
13519,21,127,556,standard,MA,20000,1
55,21,174,501,standard,MA,5000,1
956,53,10,789,premium,MA,5000,0
2969,73,217,522,premium,MA,20000,0
9157,27,127,367,premium,MA,5000,0
7739,59,9,791,standard,MA,20000,0
3702,59,206,519,standard,FR,10000,0
13152,67,177,569,premium,MA,10000,0
1263,31,52,355,premium,MA,20000,0
3126,54,133,694,standard,GB,20000,0
2718,64,163,557,premium,GB,5000,0
6297,18,18,325,standard,MA,5000,0
12860,64,83,324,pro,GB,10000,0
2118,71,86,740,pro,MA,10000,0
12413,54,38,714,premium,GB,5000,0
763,23,89,537,premium,FR,5000,0
3494,61,82,758,standard,ES,20000,1
12251,31,90,402,standard,MA,10000,1
7403,54,5,610,pro,MA,5000,0
434,33,168,842,premium,MA,10000,0
3003,43,182,464,premium,DE,50000,0
8839,54,28,593,standard,FR,10000,0
6913,59,205,409,standard,MA,10000,0
9550,44,20,763,standard,MA,10000,1
13874,59,60,603,pro,FR,5000,0
3805,56,11,618,premium,MA,20000,0
1817,26,17,496,premium,ES,5000,1
3016,23,126,804,premium,DE,10000,1
13870,22,151,471,standard,FR,5000,1
12760,29,136,841,pro,MA,5000,1
4173,71,216,464,standard,FR,5000,1
4875,53,37,422,standard,FR,5000,1
12258,22,153,796,premium,FR,20000,1
14774,67,199,309,standard,MA,5000,1
6394,41,125,324,premium,MA,20000,0
12944,40,154,398,premium,MA,20000,1
12687,26,230,554,standard,MA,20000,0
7857,54,238,832,premium,MA,5000,0
6626,74,189,329,standard,MA,5000,1
2584,39,107,803,premium,MA,20000,0
5946,49,45,322,premium,MA,10000,0
3845,25,164,650,standard,MA,10000,0
2763,29,147,501,standard,MA,5000,0
4672,32,212,810,premium,ES,20000,0
14101,63,24,429,standard,MA,5000,0
13658,51,26,636,premium,FR,10000,0
14289,42,169,311,pro,FR,10000,2
1813,53,170,740,standard,FR,10000,0
8918,48,223,705,standard,ES,10000,0
14563,26,35,559,standard,MA,5000,0
10327,74,180,772,standard,ES,10000,0
386,20,123,650,premium,DE,5000,0
4228,61,115,509,standard,MA,10000,1
11489,28,232,821,standard,FR,50000,0
13901,54,207,377,standard,MA,5000,0
6465,69,209,797,standard,FR,5000,2
5811,25,169,383,pro,MA,20000,1
8397,68,54,398,standard,MA,5000,0
12626,56,96,640,standard,MA,10000,0
10251,22,162,504,premium,FR,10000,0
7021,56,103,556,pro,MA,5000,1
12378,39,68,458,premium,MA,10000,2
11319,69,236,698,standard,MA,5000,0
2406,47,46,831,premium,MA,10000,1
10445,56,235,755,standard,DE,10000,1
9167,54,56,645,standard,FR,10000,0
6456,65,186,415,standard,MA,5000,0
11504,39,159,833,standard,ES,10000,0
1243,45,24,807,standard,ES,20000,1
663,60,40,547,pro,FR,10000,1
2076,36,91,725,premium,MA,10000,0
13884,70,121,540,premium,MA,5000,0
1685,72,136,441,standard,DE,5000,0
11252,63,135,733,standard,MA,10000,0
4197,32,194,842,standard,DE,20000,0
5017,29,228,752,premium,DE,50000,0
4988,60,122,771,premium,FR,10000,1
4326,65,89,592,premium,FR,10000,0
2254,25,108,425,standard,FR,10000,0
3538,73,187,714,standard,MA,5000,0
3542,52,2,496,premium,MA,10000,0
14688,48,144,486,premium,FR,10000,0
3507,53,219,568,premium,MA,10000,0
7557,19,138,816,standard,GB,5000,0
12647,66,126,593,premium,FR,5000,0
8964,43,156,772,premium,MA,5000,1
3656,56,70,765,standard,MA,20000,1
11868,24,12,444,standard,MA,10000,0
13991,29,116,603,standard,GB,50000,0
5818,28,30,789,premium,FR,20000,1
10072,39,90,467,pro,ES,5000,1
2762,33,208,585,standard,MA,10000,0
5169,64,201,301,standard,ES,20000,0
4939,72,203,401,standard,MA,5000,0
3553,64,102,429,standard,FR,10000,0
5175,39,139,614,standard,MA,10000,1
13389,62,62,617,standard,FR,5000,2
11749,50,159,527,standard,MA,5000,0
795,51,21,829,standard,MA,5000,0
10905,32,12,785,standard,DE,20000,0
8474,73,235,840,standard,MA,10000,0
9459,39,146,451,premium,MA,5000,0
3333,53,174,371,pro,MA,10000,0
13968,45,7,484,standard,ES,5000,0
6791,20,31,325,premium,MA,5000,1
7906,30,208,632,standard,FR,5000,0
3444,67,56,675,premium,FR,20000,3
6081,70,126,543,standard,ES,5000,0
5356,47,45,520,pro,MA,20000,0
6466,50,183,392,pro,MA,5000,2
114,28,153,498,standard,MA,5000,0
12211,49,84,772,standard,ES,5000,1
178,25,181,706,standard,FR,20000,0
11350,27,146,835,standard,MA,50000,1
2099,68,13,432,standard,MA,20000,0
1609,63,54,630,pro,MA,5000,0
8205,42,141,729,standard,FR,5000,0
1092,59,133,742,standard,FR,10000,1
9293,56,133,819,standard,FR,5000,1
9253,18,226,620,pro,MA,10000,0
10395,40,19,320,premium,FR,50000,0
9372,73,221,316,standard,MA,20000,0
9666,26,239,436,premium,MA,10000,0
9114,42,81,666,premium,MA,10000,1
8763,63,193,384,standard,MA,10000,1
12351,38,224,324,pro,DE,20000,0
6986,36,226,802,standard,MA,50000,0
8020,20,6,308,premium,ES,50000,1
10699,71,133,465,standard,MA,5000,0
4097,59,109,373,premium,MA,5000,0
11486,24,220,626,standard,FR,5000,0
11103,30,20,786,premium,MA,10000,0
5170,73,206,382,premium,MA,5000,0
11272,63,71,705,standard,ES,5000,2
6213,26,128,707,standard,MA,5000,0
14589,45,58,625,standard,MA,10000,0
886,72,101,364,pro,MA,10000,1
3308,20,158,416,premium,MA,10000,0
9823,44,96,544,standard,MA,10000,0
9817,55,111,318,standard,MA,5000,0
7252,37,126,654,premium,GB,10000,1
1967,54,180,486,premium,MA,10000,0
4424,46,213,845,pro,MA,10000,0
11491,27,41,634,premium,ES,20000,2
10862,67,124,354,premium,MA,20000,0
3446,49,69,718,pro,FR,10000,0
11897,19,239,665,premium,MA,5000,0
8804,39,183,571,standard,GB,10000,0
5935,31,81,420,standard,MA,5000,1
11255,65,61,334,standard,MA,10000,0
11743,41,52,689,standard,MA,5000,0
5985,57,195,406,standard,MA,10000,0
3821,64,198,802,standard,ES,5000,0
7380,38,63,623,standard,MA,5000,1
1167,44,91,727,standard,FR,5000,0
1252,38,181,685,standard,MA,5000,1
10927,58,67,549,standard,MA,5000,0
3764,69,94,636,premium,FR,10000,0
11543,19,163,786,premium,MA,50000,0
7483,38,75,713,standard,MA,5000,0
15,31,8,346,standard,FR,20000,1
4891,26,15,402,standard,FR,10000,0
14059,53,227,587,premium,DE,5000,0
491,63,182,572,standard,MA,5000,1
13441,49,76,377,standard,FR,5000,0
3384,51,100,413,standard,ES,20000,0
1136,42,122,335,premium,FR,20000,0
10637,47,64,491,standard,FR,20000,1
14396,42,90,645,premium,MA,20000,1
1410,40,66,661,premium,MA,10000,1
3038,71,185,604,premium,MA,20000,2
972,64,108,599,pro,MA,5000,1
3022,35,145,610,standard,MA,10000,0
6890,66,160,515,standard,MA,10000,0
10340,45,194,669,standard,MA,20000,0
876,61,112,458,premium,FR,20000,0
14773,48,176,318,standard,FR,5000,0
14858,19,89,698,pro,MA,10000,1
5088,68,125,795,premium,MA,20000,1
1875,53,65,674,standard,MA,20000,0
1098,30,138,829,standard,MA,10000,0
14288,50,5,769,premium,MA,10000,0
7869,63,160,410,premium,GB,10000,0
3410,35,27,660,standard,FR,10000,1
12080,69,38,351,premium,MA,5000,0
2256,39,228,672,standard,MA,10000,0
6563,34,36,579,premium,MA,5000,0
11055,72,142,622,standard,MA,5000,0
8265,25,171,312,pro,MA,10000,0
2434,51,83,465,standard,DE,10000,0
9421,59,12,306,pro,MA,5000,0
4088,64,21,329,pro,MA,20000,1
6492,56,35,760,premium,ES,5000,0
14351,32,92,445,standard,MA,10000,1
3785,51,163,733,standard,DE,5000,1
4796,51,110,770,premium,DE,20000,0
6854,35,102,829,standard,MA,5000,0
943,28,93,465,premium,ES,20000,1
6202,53,202,603,pro,FR,5000,0
3682,65,63,449,standard,ES,5000,0
14498,22,27,447,standard,FR,5000,0
700,32,44,362,premium,MA,20000,1
6150,69,13,707,standard,MA,5000,0
5954,39,225,656,standard,MA,5000,0
9196,55,120,330,standard,MA,10000,0
10362,29,127,667,standard,FR,20000,0
13710,50,116,557,premium,MA,10000,0
8376,53,37,685,premium,MA,5000,1
185,42,209,697,premium,FR,5000,0
393,42,61,576,standard,MA,10000,0
14744,54,152,830,premium,ES,10000,1
2546,54,45,513,pro,MA,10000,0
13532,69,137,596,premium,FR,5000,0
13044,67,66,411,standard,FR,5000,0
998,30,78,635,standard,MA,5000,1
7453,18,182,475,standard,MA,5000,1
10855,22,146,652,standard,MA,5000,0
1701,22,37,836,standard,ES,10000,1
2365,41,31,711,standard,ES,20000,2
1523,36,160,403,standard,MA,5000,0
4105,32,75,545,premium,MA,5000,1
2402,30,64,404,premium,MA,5000,0
2740,25,108,808,pro,MA,5000,0
8630,26,40,620,standard,MA,10000,1
5011,39,87,372,standard,FR,10000,0
7542,45,153,681,premium,MA,5000,1
2179,60,65,385,standard,MA,5000,1
8568,48,24,498,premium,ES,50000,0
11293,70,195,385,standard,ES,10000,0
14218,21,3,353,standard,MA,20000,0
1013,59,239,512,standard,DE,10000,1
9161,51,70,528,pro,MA,10000,1
12507,36,206,348,premium,MA,5000,1
4989,45,72,396,pro,MA,20000,0
8069,27,95,836,standard,ES,20000,0
9546,38,137,514,premium,GB,20000,0
5943,64,101,712,standard,MA,20000,0
3870,19,90,416,standard,MA,10000,1
8794,74,229,669,pro,ES,5000,1
5517,52,92,815,standard,FR,20000,0
3822,54,198,811,standard,MA,5000,1
9788,18,15,366,standard,FR,10000,0
4924,21,6,356,standard,ES,5000,0
11904,33,15,332,standard,ES,10000,0
2421,21,150,309,standard,MA,20000,0
8245,53,215,403,standard,FR,20000,2
372,46,229,646,standard,MA,10000,0
7440,66,96,671,premium,DE,5000,0
3677,52,119,577,pro,DE,10000,1
11720,29,30,837,standard,MA,10000,1
8110,61,1,324,standard,ES,10000,1
9889,43,1,671,standard,MA,20000,0
9074,71,104,449,standard,DE,10000,0
2160,37,9,822,premium,GB,5000,0
3140,40,95,846,premium,MA,5000,1
12775,46,202,391,standard,GB,5000,0
1258,65,24,846,premium,MA,20000,0
10729,67,171,452,premium,GB,10000,0
14031,35,130,811,standard,ES,5000,1
7787,18,32,420,pro,MA,20000,0
12141,32,120,344,standard,MA,5000,0
6386,27,10,338,premium,MA,5000,1
2973,63,198,546,premium,GB,5000,0
10772,72,93,522,premium,MA,10000,1
9815,74,114,470,pro,MA,10000,0
5506,60,80,497,premium,ES,10000,0
12671,23,9,626,standard,MA,10000,0
13695,71,6,724,premium,MA,10000,0
8202,58,48,633,standard,MA,5000,1
6775,36,118,463,pro,MA,20000,0
6832,40,9,755,standard,FR,5000,0
1635,45,193,609,standard,MA,10000,1
5091,46,239,753,premium,MA,5000,0
5156,74,145,690,premium,FR,10000,0
4062,21,74,378,premium,DE,50000,0
3631,42,171,690,standard,MA,50000,1
6834,72,81,685,premium,ES,5000,0
14925,41,60,424,standard,FR,20000,0
9870,27,235,546,standard,MA,10000,0
5503,60,176,343,standard,MA,5000,0
1853,29,238,793,premium,ES,20000,0
11137,42,60,710,premium,FR,10000,0
4622,65,175,781,standard,MA,20000,1
366,18,27,746,premium,MA,10000,0
2442,40,72,468,standard,ES,10000,0
109,42,9,307,standard,MA,5000,0
13522,33,211,371,standard,FR,10000,0
10205,31,222,302,standard,FR,5000,0
2163,56,94,483,premium,FR,10000,0
3380,70,127,846,standard,MA,5000,0
11081,57,38,349,premium,MA,5000,2
3598,51,52,650,pro,MA,10000,0
4588,39,9,848,premium,FR,5000,0
168,66,151,527,standard,MA,10000,0
5930,36,232,505,pro,DE,10000,0
2971,54,18,486,standard,MA,10000,0
14823,51,17,410,standard,MA,20000,0
14693,49,131,774,standard,MA,10000,0
7978,29,226,489,standard,MA,5000,0
322,36,29,611,premium,MA,5000,0
4873,45,105,352,standard,MA,10000,1
14048,61,73,736,premium,MA,5000,1
2002,66,115,504,premium,MA,10000,1
14759,69,25,841,pro,MA,20000,0
9323,62,46,683,standard,MA,10000,0
9003,73,165,753,pro,FR,5000,2
7204,57,47,357,standard,MA,10000,0
3619,36,111,511,premium,MA,5000,0
4594,60,110,419,standard,MA,20000,0
9185,64,178,491,standard,MA,5000,0
7594,44,185,823,standard,FR,50000,0
8762,73,100,583,premium,FR,5000,1
4063,43,17,413,premium,ES,10000,1
5403,48,116,772,standard,MA,10000,0
6858,72,223,622,standard,ES,20000,0
13118,35,89,790,premium,FR,5000,2
4017,18,208,480,pro,FR,20000,0
13547,41,152,439,standard,MA,10000,0
4902,64,130,440,standard,MA,20000,0
8646,66,191,787,standard,MA,10000,0
6266,56,31,600,standard,FR,10000,1
14517,64,184,434,premium,ES,50000,0
5998,37,79,567,standard,MA,5000,0
8276,36,188,821,standard,GB,10000,0
4354,35,81,568,premium,MA,5000,0
6961,69,81,360,standard,FR,5000,0
6410,47,167,756,premium,FR,10000,0
9982,71,78,327,premium,MA,5000,0
567,58,124,348,standard,ES,5000,0
2261,56,235,480,premium,FR,10000,1
7335,46,51,455,standard,DE,10000,0
14850,48,14,454,pro,ES,20000,0
12807,69,206,340,premium,MA,50000,0
7872,30,42,465,standard,ES,50000,0
2618,29,238,728,standard,MA,5000,1
5549,39,62,612,standard,DE,20000,1
4271,23,184,390,standard,MA,20000,0
6814,47,8,820,standard,FR,20000,0
8959,36,32,518,standard,FR,10000,0
8235,28,21,614,standard,MA,5000,0
6251,37,47,307,premium,ES,10000,0
10639,53,85,471,standard,MA,5000,0
14885,64,191,392,standard,MA,5000,0
5554,47,162,798,standard,MA,5000,0
12031,44,116,653,standard,FR,5000,1
6576,33,65,658,standard,FR,10000,0
9585,44,63,600,pro,MA,5000,0
5032,21,76,365,standard,MA,10000,0
1377,71,208,635,standard,MA,5000,0
11482,51,27,734,standard,FR,5000,0
6813,72,214,739,premium,MA,10000,0
7420,29,196,662,pro,MA,20000,0
14604,33,29,435,standard,FR,5000,0
1742,53,87,791,pro,ES,10000,0
2746,28,36,581,standard,FR,10000,0
856,56,145,816,standard,FR,5000,0
9108,27,23,480,pro,ES,5000,2
7200,60,45,542,premium,MA,10000,0
10233,66,68,645,standard,MA,5000,0
5688,27,109,416,pro,ES,5000,3
1656,39,95,446,pro,ES,10000,0
646,18,52,516,standard,MA,10000,0
180,30,115,501,pro,MA,50000,0
8419,19,216,553,standard,ES,5000,1
10894,22,113,331,standard,DE,5000,0
13036,28,150,355,premium,FR,5000,1
6284,44,138,659,standard,ES,5000,1
1481,62,28,647,standard,DE,5000,0
10118,44,24,704,standard,DE,5000,1
1483,32,40,741,standard,DE,5000,1
8587,67,218,400,standard,MA,5000,0
253,74,186,761,standard,MA,10000,0
2271,59,31,723,pro,MA,5000,0
10838,63,108,763,standard,MA,10000,0
2307,22,51,789,premium,MA,5000,1
4804,72,199,712,standard,MA,10000,2
3428,45,6,401,premium,MA,10000,0
13399,59,125,490,premium,MA,20000,0
14205,38,9,678,premium,MA,20000,0
10121,52,73,479,standard,MA,10000,0
4111,21,131,428,premium,MA,20000,0
2723,42,31,842,standard,MA,5000,2
7891,21,192,624,pro,MA,10000,1
12672,65,132,849,premium,FR,5000,0
809,53,216,806,standard,MA,20000,1
3820,74,51,335,standard,MA,10000,0
278,67,161,598,standard,MA,5000,0
8470,18,131,431,standard,MA,5000,0
3724,25,26,637,standard,DE,20000,0
11984,51,145,430,premium,DE,20000,1
8284,74,225,558,standard,MA,10000,0
14127,26,183,450,standard,FR,5000,0
14724,35,74,557,standard,MA,5000,1
9498,30,14,596,premium,DE,5000,0
12134,70,228,437,standard,MA,5000,2
2273,47,149,738,premium,MA,10000,2
6855,42,231,408,pro,MA,20000,0
7905,69,163,388,standard,MA,10000,0
10247,55,204,806,premium,FR,5000,0
7818,20,119,792,standard,DE,5000,0
8234,34,138,304,premium,DE,10000,0
14237,28,134,778,standard,FR,5000,2
10519,37,164,529,premium,MA,10000,0
3213,39,107,576,premium,MA,10000,0
6433,63,229,789,standard,FR,20000,0
9315,49,127,648,premium,MA,10000,0
6764,24,169,614,standard,FR,10000,1
14842,51,87,349,standard,FR,5000,0
4096,66,94,486,premium,MA,20000,0
8002,48,69,753,premium,GB,10000,0
5240,46,85,431,standard,FR,5000,0
4484,52,238,488,pro,FR,20000,0
5581,27,127,563,standard,FR,10000,0
11283,38,66,320,premium,ES,10000,0
13604,40,98,593,standard,MA,5000,0
2688,54,140,616,standard,FR,10000,2
12019,19,49,642,standard,MA,10000,1
9543,28,102,689,premium,GB,10000,0
